_step,epoch,ACC,DEO,DAO,run_id,name,group,seed,alpha_fixed
24,25,0.725,0.05499999999999994,0.07749999999999999,sgcglxrj,fixed_alpha0.470806_german_gender_seed21,FixedAlpha_0.470806,21,
25,26,0.72,0.05499999999999994,0.065,sgcglxrj,fixed_alpha0.470806_german_gender_seed21,FixedAlpha_0.470806,21,
26,27,0.72,0.05499999999999994,0.065,sgcglxrj,fixed_alpha0.470806_german_gender_seed21,FixedAlpha_0.470806,21,
27,28,0.72,0.05499999999999994,0.065,sgcglxrj,fixed_alpha0.470806_german_gender_seed21,FixedAlpha_0.470806,21,
28,29,0.715,0.07999999999999996,0.07750000000000001,sgcglxrj,fixed_alpha0.470806_german_gender_seed21,FixedAlpha_0.470806,21,
29,30,0.715,0.07999999999999996,0.07750000000000001,sgcglxrj,fixed_alpha0.470806_german_gender_seed21,FixedAlpha_0.470806,21,
0,1,0.67,0.03500000000000003,0.13,3cyn3uzf,fixed_alpha0.470806_german_gender_seed23,FixedAlpha_0.470806,23,
1,2,0.695,0.010000000000000009,0.10500000000000004,3cyn3uzf,fixed_alpha0.470806_german_gender_seed23,FixedAlpha_0.470806,23,
2,3,0.72,0.030000000000000027,0.1275,3cyn3uzf,fixed_alpha0.470806_german_gender_seed23,FixedAlpha_0.470806,23,
3,4,0.73,0.030000000000000027,0.11499999999999999,3cyn3uzf,fixed_alpha0.470806_german_gender_seed23,FixedAlpha_0.470806,23,
4,5,0.71,0.025000000000000022,0.11249999999999999,3cyn3uzf,fixed_alpha0.470806_german_gender_seed23,FixedAlpha_0.470806,23,
5,6,0.705,0.040000000000000036,0.1325,3cyn3uzf,fixed_alpha0.470806_german_gender_seed23,FixedAlpha_0.470806,23,
6,7,0.71,0.030000000000000027,0.11500000000000005,3cyn3uzf,fixed_alpha0.470806_german_gender_seed23,FixedAlpha_0.470806,23,
7,8,0.71,0.04500000000000004,0.11000000000000004,3cyn3uzf,fixed_alpha0.470806_german_gender_seed23,FixedAlpha_0.470806,23,
8,9,0.705,0.03500000000000003,0.10500000000000004,3cyn3uzf,fixed_alpha0.470806_german_gender_seed23,FixedAlpha_0.470806,23,
9,10,0.71,0.03500000000000003,0.1175,3cyn3uzf,fixed_alpha0.470806_german_gender_seed23,FixedAlpha_0.470806,23,
10,11,0.715,0.025000000000000022,0.1375,3cyn3uzf,fixed_alpha0.470806_german_gender_seed23,FixedAlpha_0.470806,23,
11,12,0.725,0.010000000000000009,0.13,3cyn3uzf,fixed_alpha0.470806_german_gender_seed23,FixedAlpha_0.470806,23,
12,13,0.715,0.025000000000000022,0.1375,3cyn3uzf,fixed_alpha0.470806_german_gender_seed23,FixedAlpha_0.470806,23,
13,14,0.71,0.015000000000000013,0.1325,3cyn3uzf,fixed_alpha0.470806_german_gender_seed23,FixedAlpha_0.470806,23,
14,15,0.71,0.015000000000000013,0.1325,3cyn3uzf,fixed_alpha0.470806_german_gender_seed23,FixedAlpha_0.470806,23,
15,16,0.71,0.039999999999999925,0.15749999999999997,3cyn3uzf,fixed_alpha0.470806_german_gender_seed23,FixedAlpha_0.470806,23,
16,17,0.695,0.04499999999999993,0.15999999999999998,3cyn3uzf,fixed_alpha0.470806_german_gender_seed23,FixedAlpha_0.470806,23,
17,18,0.7,0.06999999999999995,0.15999999999999995,3cyn3uzf,fixed_alpha0.470806_german_gender_seed23,FixedAlpha_0.470806,23,
18,19,0.695,0.06000000000000005,0.155,3cyn3uzf,fixed_alpha0.470806_german_gender_seed23,FixedAlpha_0.470806,23,
19,20,0.7,0.06000000000000005,0.1675,3cyn3uzf,fixed_alpha0.470806_german_gender_seed23,FixedAlpha_0.470806,23,
20,21,0.7,0.06000000000000005,0.1675,3cyn3uzf,fixed_alpha0.470806_german_gender_seed23,FixedAlpha_0.470806,23,
21,22,0.69,0.040000000000000036,0.1575,3cyn3uzf,fixed_alpha0.470806_german_gender_seed23,FixedAlpha_0.470806,23,
22,23,0.69,0.040000000000000036,0.1575,3cyn3uzf,fixed_alpha0.470806_german_gender_seed23,FixedAlpha_0.470806,23,
23,24,0.695,0.040000000000000036,0.13250000000000003,3cyn3uzf,fixed_alpha0.470806_german_gender_seed23,FixedAlpha_0.470806,23,
24,25,0.705,0.040000000000000036,0.12,3cyn3uzf,fixed_alpha0.470806_german_gender_seed23,FixedAlpha_0.470806,23,
25,26,0.705,0.040000000000000036,0.12,3cyn3uzf,fixed_alpha0.470806_german_gender_seed23,FixedAlpha_0.470806,23,
26,27,0.7,0.06500000000000006,0.1325,3cyn3uzf,fixed_alpha0.470806_german_gender_seed23,FixedAlpha_0.470806,23,
27,28,0.7,0.06500000000000006,0.1325,3cyn3uzf,fixed_alpha0.470806_german_gender_seed23,FixedAlpha_0.470806,23,
28,29,0.705,0.040000000000000036,0.12,3cyn3uzf,fixed_alpha0.470806_german_gender_seed23,FixedAlpha_0.470806,23,
29,30,0.705,0.040000000000000036,0.12,3cyn3uzf,fixed_alpha0.470806_german_gender_seed23,FixedAlpha_0.470806,23,
0,1,0.475,0.13,0.09,rgnn1p7w,fixed_alpha0.470806_german_gender_seed24,FixedAlpha_0.470806,24,
1,2,0.535,0.21000000000000002,0.1675,rgnn1p7w,fixed_alpha0.470806_german_gender_seed24,FixedAlpha_0.470806,24,
2,3,0.595,0.125,0.0625,rgnn1p7w,fixed_alpha0.470806_german_gender_seed24,FixedAlpha_0.470806,24,
3,4,0.655,0.16499999999999992,0.08249999999999996,rgnn1p7w,fixed_alpha0.470806_german_gender_seed24,FixedAlpha_0.470806,24,
4,5,0.67,0.16999999999999993,0.09749999999999998,rgnn1p7w,fixed_alpha0.470806_german_gender_seed24,FixedAlpha_0.470806,24,
5,6,0.665,0.14500000000000002,0.10999999999999999,rgnn1p7w,fixed_alpha0.470806_german_gender_seed24,FixedAlpha_0.470806,24,
6,7,0.66,0.14500000000000002,0.08500000000000002,rgnn1p7w,fixed_alpha0.470806_german_gender_seed24,FixedAlpha_0.470806,24,
7,8,0.67,0.15500000000000003,0.07750000000000001,rgnn1p7w,fixed_alpha0.470806_german_gender_seed24,FixedAlpha_0.470806,24,
8,9,0.685,0.14500000000000002,0.09750000000000003,rgnn1p7w,fixed_alpha0.470806_german_gender_seed24,FixedAlpha_0.470806,24,
9,10,0.695,0.135,0.08000000000000002,rgnn1p7w,fixed_alpha0.470806_german_gender_seed24,FixedAlpha_0.470806,24,
10,11,0.69,0.09500000000000008,0.06000000000000005,rgnn1p7w,fixed_alpha0.470806_german_gender_seed24,FixedAlpha_0.470806,24,
11,12,0.705,0.12,0.1225,rgnn1p7w,fixed_alpha0.470806_german_gender_seed24,FixedAlpha_0.470806,24,
12,13,0.71,0.12,0.135,rgnn1p7w,fixed_alpha0.470806_german_gender_seed24,FixedAlpha_0.470806,24,
13,14,0.705,0.08999999999999997,0.06999999999999995,rgnn1p7w,fixed_alpha0.470806_german_gender_seed24,FixedAlpha_0.470806,24,
14,15,0.705,0.07999999999999996,0.03999999999999998,rgnn1p7w,fixed_alpha0.470806_german_gender_seed24,FixedAlpha_0.470806,24,
15,16,0.705,0.07999999999999996,0.03999999999999998,rgnn1p7w,fixed_alpha0.470806_german_gender_seed24,FixedAlpha_0.470806,24,
16,17,0.705,0.06999999999999995,0.06,rgnn1p7w,fixed_alpha0.470806_german_gender_seed24,FixedAlpha_0.470806,24,
17,18,0.71,0.06999999999999995,0.04749999999999999,rgnn1p7w,fixed_alpha0.470806_german_gender_seed24,FixedAlpha_0.470806,24,
18,19,0.71,0.06999999999999995,0.04749999999999999,rgnn1p7w,fixed_alpha0.470806_german_gender_seed24,FixedAlpha_0.470806,24,
19,20,0.715,0.06999999999999995,0.034999999999999976,rgnn1p7w,fixed_alpha0.470806_german_gender_seed24,FixedAlpha_0.470806,24,
20,21,0.715,0.06999999999999995,0.034999999999999976,rgnn1p7w,fixed_alpha0.470806_german_gender_seed24,FixedAlpha_0.470806,24,
21,22,0.715,0.06999999999999995,0.034999999999999976,rgnn1p7w,fixed_alpha0.470806_german_gender_seed24,FixedAlpha_0.470806,24,
22,23,0.72,0.06999999999999995,0.04749999999999999,rgnn1p7w,fixed_alpha0.470806_german_gender_seed24,FixedAlpha_0.470806,24,
23,24,0.72,0.05999999999999994,0.05499999999999994,rgnn1p7w,fixed_alpha0.470806_german_gender_seed24,FixedAlpha_0.470806,24,
24,25,0.715,0.04999999999999993,0.04999999999999993,rgnn1p7w,fixed_alpha0.470806_german_gender_seed24,FixedAlpha_0.470806,24,
25,26,0.705,0.029999999999999916,0.039999999999999925,rgnn1p7w,fixed_alpha0.470806_german_gender_seed24,FixedAlpha_0.470806,24,
26,27,0.705,0.029999999999999916,0.039999999999999925,rgnn1p7w,fixed_alpha0.470806_german_gender_seed24,FixedAlpha_0.470806,24,
27,28,0.715,0.029999999999999916,0.02749999999999997,rgnn1p7w,fixed_alpha0.470806_german_gender_seed24,FixedAlpha_0.470806,24,
28,29,0.72,0.029999999999999916,0.02749999999999997,rgnn1p7w,fixed_alpha0.470806_german_gender_seed24,FixedAlpha_0.470806,24,
29,30,0.72,0.029999999999999916,0.02749999999999997,rgnn1p7w,fixed_alpha0.470806_german_gender_seed24,FixedAlpha_0.470806,24,
0,1,0.595,0.17000000000000004,0.16000000000000003,2uzse47i,fixed_alpha0.470806_german_gender_seed27,FixedAlpha_0.470806,27,
1,2,0.655,0.010000000000000009,0.02999999999999997,2uzse47i,fixed_alpha0.470806_german_gender_seed27,FixedAlpha_0.470806,27,
2,3,0.695,0.06499999999999995,0.044999999999999984,2uzse47i,fixed_alpha0.470806_german_gender_seed27,FixedAlpha_0.470806,27,
3,4,0.695,0.039999999999999925,0.057499999999999996,2uzse47i,fixed_alpha0.470806_german_gender_seed27,FixedAlpha_0.470806,27,
4,5,0.7,0.039999999999999925,0.03249999999999997,2uzse47i,fixed_alpha0.470806_german_gender_seed27,FixedAlpha_0.470806,27,
5,6,0.73,0.05999999999999994,0.05499999999999999,2uzse47i,fixed_alpha0.470806_german_gender_seed27,FixedAlpha_0.470806,27,
6,7,0.74,0.06999999999999995,0.10999999999999999,2uzse47i,fixed_alpha0.470806_german_gender_seed27,FixedAlpha_0.470806,27,
7,8,0.755,0.08499999999999996,0.10499999999999998,2uzse47i,fixed_alpha0.470806_german_gender_seed27,FixedAlpha_0.470806,27,
8,9,0.76,0.135,0.09250000000000003,2uzse47i,fixed_alpha0.470806_german_gender_seed27,FixedAlpha_0.470806,27,
9,10,0.755,0.1050000000000001,0.07750000000000001,2uzse47i,fixed_alpha0.470806_german_gender_seed27,FixedAlpha_0.470806,27,
10,11,0.755,0.12,0.06,2uzse47i,fixed_alpha0.470806_german_gender_seed27,FixedAlpha_0.470806,27,
11,12,0.74,0.08999999999999997,0.044999999999999984,2uzse47i,fixed_alpha0.470806_german_gender_seed27,FixedAlpha_0.470806,27,
12,13,0.74,0.04500000000000004,0.03500000000000003,2uzse47i,fixed_alpha0.470806_german_gender_seed27,FixedAlpha_0.470806,27,
13,14,0.735,0.06999999999999995,0.04749999999999999,2uzse47i,fixed_alpha0.470806_german_gender_seed27,FixedAlpha_0.470806,27,
14,15,0.73,0.09499999999999997,0.06,2uzse47i,fixed_alpha0.470806_german_gender_seed27,FixedAlpha_0.470806,27,
15,16,0.735,0.09499999999999997,0.07250000000000001,2uzse47i,fixed_alpha0.470806_german_gender_seed27,FixedAlpha_0.470806,27,
16,17,0.735,0.09499999999999997,0.07250000000000001,2uzse47i,fixed_alpha0.470806_german_gender_seed27,FixedAlpha_0.470806,27,
17,18,0.735,0.09499999999999997,0.07250000000000001,2uzse47i,fixed_alpha0.470806_german_gender_seed27,FixedAlpha_0.470806,27,
18,19,0.735,0.08499999999999996,0.08000000000000002,2uzse47i,fixed_alpha0.470806_german_gender_seed27,FixedAlpha_0.470806,27,
19,20,0.735,0.08499999999999996,0.08000000000000002,2uzse47i,fixed_alpha0.470806_german_gender_seed27,FixedAlpha_0.470806,27,
20,21,0.74,0.08499999999999996,0.05499999999999999,2uzse47i,fixed_alpha0.470806_german_gender_seed27,FixedAlpha_0.470806,27,
21,22,0.735,0.07499999999999996,0.04999999999999999,2uzse47i,fixed_alpha0.470806_german_gender_seed27,FixedAlpha_0.470806,27,
22,23,0.735,0.07499999999999996,0.04999999999999999,2uzse47i,fixed_alpha0.470806_german_gender_seed27,FixedAlpha_0.470806,27,
23,24,0.735,0.07499999999999996,0.04999999999999999,2uzse47i,fixed_alpha0.470806_german_gender_seed27,FixedAlpha_0.470806,27,
24,25,0.735,0.07499999999999996,0.04999999999999999,2uzse47i,fixed_alpha0.470806_german_gender_seed27,FixedAlpha_0.470806,27,
25,26,0.735,0.07499999999999996,0.04999999999999999,2uzse47i,fixed_alpha0.470806_german_gender_seed27,FixedAlpha_0.470806,27,
26,27,0.735,0.07499999999999996,0.04999999999999999,2uzse47i,fixed_alpha0.470806_german_gender_seed27,FixedAlpha_0.470806,27,
27,28,0.735,0.07499999999999996,0.04999999999999999,2uzse47i,fixed_alpha0.470806_german_gender_seed27,FixedAlpha_0.470806,27,
28,29,0.735,0.07499999999999996,0.04999999999999999,2uzse47i,fixed_alpha0.470806_german_gender_seed27,FixedAlpha_0.470806,27,
29,30,0.735,0.07499999999999996,0.04999999999999999,2uzse47i,fixed_alpha0.470806_german_gender_seed27,FixedAlpha_0.470806,27,
0,1,0.575,0.025000000000000022,0.08750000000000002,8emoesgq,fixed_alpha0.470806_german_gender_seed26,FixedAlpha_0.470806,26,
1,2,0.65,0.06999999999999995,0.07249999999999995,8emoesgq,fixed_alpha0.470806_german_gender_seed26,FixedAlpha_0.470806,26,
2,3,0.675,0.04500000000000004,0.12250000000000005,8emoesgq,fixed_alpha0.470806_german_gender_seed26,FixedAlpha_0.470806,26,
3,4,0.685,0.019999999999999907,0.12249999999999994,8emoesgq,fixed_alpha0.470806_german_gender_seed26,FixedAlpha_0.470806,26,
4,5,0.69,0.025000000000000022,0.07500000000000001,8emoesgq,fixed_alpha0.470806_german_gender_seed26,FixedAlpha_0.470806,26,
5,6,0.705,0.0050000000000000044,0.065,8emoesgq,fixed_alpha0.470806_german_gender_seed26,FixedAlpha_0.470806,26,
6,7,0.7,0.0050000000000000044,0.03999999999999998,8emoesgq,fixed_alpha0.470806_german_gender_seed26,FixedAlpha_0.470806,26,
7,8,0.705,0.0050000000000000044,0.02749999999999997,8emoesgq,fixed_alpha0.470806_german_gender_seed26,FixedAlpha_0.470806,26,
8,9,0.7,0.0,0.012500000000000011,8emoesgq,fixed_alpha0.470806_german_gender_seed26,FixedAlpha_0.470806,26,
9,10,0.705,0.014999999999999902,0.019999999999999962,8emoesgq,fixed_alpha0.470806_german_gender_seed26,FixedAlpha_0.470806,26,
10,11,0.705,0.039999999999999925,0.04499999999999993,8emoesgq,fixed_alpha0.470806_german_gender_seed26,FixedAlpha_0.470806,26,
11,12,0.715,0.07000000000000006,0.06000000000000005,8emoesgq,fixed_alpha0.470806_german_gender_seed26,FixedAlpha_0.470806,26,
12,13,0.725,0.050000000000000044,0.0625,8emoesgq,fixed_alpha0.470806_german_gender_seed26,FixedAlpha_0.470806,26,
13,14,0.735,0.07500000000000007,0.07500000000000007,8emoesgq,fixed_alpha0.470806_german_gender_seed26,FixedAlpha_0.470806,26,
14,15,0.73,0.06500000000000006,0.07000000000000006,8emoesgq,fixed_alpha0.470806_german_gender_seed26,FixedAlpha_0.470806,26,
15,16,0.725,0.05500000000000005,0.06500000000000006,8emoesgq,fixed_alpha0.470806_german_gender_seed26,FixedAlpha_0.470806,26,
16,17,0.735,0.04500000000000004,0.02250000000000002,8emoesgq,fixed_alpha0.470806_german_gender_seed26,FixedAlpha_0.470806,26,
17,18,0.735,0.04500000000000004,0.02250000000000002,8emoesgq,fixed_alpha0.470806_german_gender_seed26,FixedAlpha_0.470806,26,
18,19,0.72,0.025000000000000022,0.03749999999999998,8emoesgq,fixed_alpha0.470806_german_gender_seed26,FixedAlpha_0.470806,26,
19,20,0.72,0.039999999999999925,0.03249999999999997,8emoesgq,fixed_alpha0.470806_german_gender_seed26,FixedAlpha_0.470806,26,
20,21,0.725,0.039999999999999925,0.044999999999999984,8emoesgq,fixed_alpha0.470806_german_gender_seed26,FixedAlpha_0.470806,26,
21,22,0.725,0.039999999999999925,0.044999999999999984,8emoesgq,fixed_alpha0.470806_german_gender_seed26,FixedAlpha_0.470806,26,
22,23,0.725,0.06499999999999995,0.07,8emoesgq,fixed_alpha0.470806_german_gender_seed26,FixedAlpha_0.470806,26,
23,24,0.73,0.06499999999999995,0.08249999999999999,8emoesgq,fixed_alpha0.470806_german_gender_seed26,FixedAlpha_0.470806,26,
24,25,0.725,0.05499999999999994,0.07749999999999999,8emoesgq,fixed_alpha0.470806_german_gender_seed26,FixedAlpha_0.470806,26,
25,26,0.725,0.05499999999999994,0.07749999999999999,8emoesgq,fixed_alpha0.470806_german_gender_seed26,FixedAlpha_0.470806,26,
26,27,0.725,0.05499999999999994,0.07749999999999999,8emoesgq,fixed_alpha0.470806_german_gender_seed26,FixedAlpha_0.470806,26,
27,28,0.72,0.07999999999999996,0.09,8emoesgq,fixed_alpha0.470806_german_gender_seed26,FixedAlpha_0.470806,26,
28,29,0.72,0.07999999999999996,0.09,8emoesgq,fixed_alpha0.470806_german_gender_seed26,FixedAlpha_0.470806,26,
29,30,0.72,0.07999999999999996,0.09,8emoesgq,fixed_alpha0.470806_german_gender_seed26,FixedAlpha_0.470806,26,
0,1,0.6,0.030000000000000027,0.065,vhjd9dxb,fixed_alpha0.470806_german_gender_seed28,FixedAlpha_0.470806,28,
1,2,0.695,0.015000000000000013,0.019999999999999962,vhjd9dxb,fixed_alpha0.470806_german_gender_seed28,FixedAlpha_0.470806,28,
2,3,0.695,0.020000000000000018,0.03500000000000003,vhjd9dxb,fixed_alpha0.470806_german_gender_seed28,FixedAlpha_0.470806,28,
3,4,0.695,0.010000000000000009,0.0050000000000000044,vhjd9dxb,fixed_alpha0.470806_german_gender_seed28,FixedAlpha_0.470806,28,
4,5,0.695,0.010000000000000009,0.0050000000000000044,vhjd9dxb,fixed_alpha0.470806_german_gender_seed28,FixedAlpha_0.470806,28,
5,6,0.705,0.020000000000000018,0.04749999999999999,vhjd9dxb,fixed_alpha0.470806_german_gender_seed28,FixedAlpha_0.470806,28,
6,7,0.69,0.0,0.0625,vhjd9dxb,fixed_alpha0.470806_german_gender_seed28,FixedAlpha_0.470806,28,
7,8,0.695,0.0,0.07500000000000001,vhjd9dxb,fixed_alpha0.470806_german_gender_seed28,FixedAlpha_0.470806,28,
8,9,0.705,0.02499999999999991,0.12499999999999994,vhjd9dxb,fixed_alpha0.470806_german_gender_seed28,FixedAlpha_0.470806,28,
9,10,0.72,0.014999999999999902,0.13249999999999995,vhjd9dxb,fixed_alpha0.470806_german_gender_seed28,FixedAlpha_0.470806,28,
10,11,0.725,0.039999999999999925,0.16999999999999993,vhjd9dxb,fixed_alpha0.470806_german_gender_seed28,FixedAlpha_0.470806,28,
11,12,0.735,0.039999999999999925,0.19499999999999995,vhjd9dxb,fixed_alpha0.470806_german_gender_seed28,FixedAlpha_0.470806,28,
12,13,0.745,0.05500000000000005,0.1775,vhjd9dxb,fixed_alpha0.470806_german_gender_seed28,FixedAlpha_0.470806,28,
13,14,0.755,0.04500000000000004,0.09749999999999998,vhjd9dxb,fixed_alpha0.470806_german_gender_seed28,FixedAlpha_0.470806,28,
14,15,0.75,0.06000000000000005,0.1175,vhjd9dxb,fixed_alpha0.470806_german_gender_seed28,FixedAlpha_0.470806,28,
15,16,0.735,0.06500000000000006,0.12,vhjd9dxb,fixed_alpha0.470806_german_gender_seed28,FixedAlpha_0.470806,28,
16,17,0.75,0.07500000000000007,0.11250000000000004,vhjd9dxb,fixed_alpha0.470806_german_gender_seed28,FixedAlpha_0.470806,28,
17,18,0.745,0.08999999999999997,0.1325,vhjd9dxb,fixed_alpha0.470806_german_gender_seed28,FixedAlpha_0.470806,28,
18,19,0.75,0.08999999999999997,0.145,vhjd9dxb,fixed_alpha0.470806_german_gender_seed28,FixedAlpha_0.470806,28,
19,20,0.745,0.08999999999999997,0.1325,vhjd9dxb,fixed_alpha0.470806_german_gender_seed28,FixedAlpha_0.470806,28,
20,21,0.745,0.07999999999999996,0.10249999999999998,vhjd9dxb,fixed_alpha0.470806_german_gender_seed28,FixedAlpha_0.470806,28,
21,22,0.735,0.09499999999999997,0.10999999999999999,vhjd9dxb,fixed_alpha0.470806_german_gender_seed28,FixedAlpha_0.470806,28,
22,23,0.725,0.07499999999999996,0.09999999999999998,vhjd9dxb,fixed_alpha0.470806_german_gender_seed28,FixedAlpha_0.470806,28,
23,24,0.71,0.07999999999999996,0.10249999999999998,vhjd9dxb,fixed_alpha0.470806_german_gender_seed28,FixedAlpha_0.470806,28,
24,25,0.715,0.05499999999999994,0.08999999999999997,vhjd9dxb,fixed_alpha0.470806_german_gender_seed28,FixedAlpha_0.470806,28,
25,26,0.72,0.05499999999999994,0.065,vhjd9dxb,fixed_alpha0.470806_german_gender_seed28,FixedAlpha_0.470806,28,
26,27,0.725,0.029999999999999916,0.05249999999999999,vhjd9dxb,fixed_alpha0.470806_german_gender_seed28,FixedAlpha_0.470806,28,
27,28,0.72,0.05499999999999994,0.065,vhjd9dxb,fixed_alpha0.470806_german_gender_seed28,FixedAlpha_0.470806,28,
28,29,0.72,0.04499999999999993,0.034999999999999976,vhjd9dxb,fixed_alpha0.470806_german_gender_seed28,FixedAlpha_0.470806,28,
29,30,0.715,0.025000000000000022,0.037500000000000006,vhjd9dxb,fixed_alpha0.470806_german_gender_seed28,FixedAlpha_0.470806,28,
0,1,0.425,0.040000000000000036,0.04500000000000001,28syrd9q,fixed_alpha0.7_german_gender_seed2,FixedAlpha_0.7,2,
1,2,0.51,0.09499999999999997,0.09749999999999998,28syrd9q,fixed_alpha0.7_german_gender_seed2,FixedAlpha_0.7,2,
2,3,0.615,0.13,0.1775,28syrd9q,fixed_alpha0.7_german_gender_seed2,FixedAlpha_0.7,2,
3,4,0.67,0.06000000000000005,0.14250000000000002,28syrd9q,fixed_alpha0.7_german_gender_seed2,FixedAlpha_0.7,2,
4,5,0.705,0.05999999999999994,0.14249999999999996,28syrd9q,fixed_alpha0.7_german_gender_seed2,FixedAlpha_0.7,2,
5,6,0.71,0.04499999999999993,0.12249999999999994,28syrd9q,fixed_alpha0.7_german_gender_seed2,FixedAlpha_0.7,2,
6,7,0.705,0.04499999999999993,0.10999999999999999,28syrd9q,fixed_alpha0.7_german_gender_seed2,FixedAlpha_0.7,2,
7,8,0.695,0.02499999999999991,0.09999999999999998,28syrd9q,fixed_alpha0.7_german_gender_seed2,FixedAlpha_0.7,2,
8,9,0.71,0.014999999999999902,0.06999999999999995,28syrd9q,fixed_alpha0.7_german_gender_seed2,FixedAlpha_0.7,2,
9,10,0.71,0.05500000000000005,0.09000000000000002,28syrd9q,fixed_alpha0.7_german_gender_seed2,FixedAlpha_0.7,2,
10,11,0.72,0.06000000000000005,0.08000000000000002,28syrd9q,fixed_alpha0.7_german_gender_seed2,FixedAlpha_0.7,2,
11,12,0.725,0.050000000000000044,0.025000000000000022,28syrd9q,fixed_alpha0.7_german_gender_seed2,FixedAlpha_0.7,2,
12,13,0.73,0.07500000000000007,0.050000000000000044,28syrd9q,fixed_alpha0.7_german_gender_seed2,FixedAlpha_0.7,2,
13,14,0.715,0.10499999999999998,0.05249999999999999,28syrd9q,fixed_alpha0.7_german_gender_seed2,FixedAlpha_0.7,2,
14,15,0.71,0.13,0.065,28syrd9q,fixed_alpha0.7_german_gender_seed2,FixedAlpha_0.7,2,
15,16,0.71,0.13,0.065,28syrd9q,fixed_alpha0.7_german_gender_seed2,FixedAlpha_0.7,2,
16,17,0.715,0.13,0.07750000000000001,28syrd9q,fixed_alpha0.7_german_gender_seed2,FixedAlpha_0.7,2,
17,18,0.725,0.10499999999999998,0.07749999999999996,28syrd9q,fixed_alpha0.7_german_gender_seed2,FixedAlpha_0.7,2,
18,19,0.725,0.10499999999999998,0.07749999999999996,28syrd9q,fixed_alpha0.7_german_gender_seed2,FixedAlpha_0.7,2,
19,20,0.74,0.10499999999999998,0.07750000000000001,28syrd9q,fixed_alpha0.7_german_gender_seed2,FixedAlpha_0.7,2,
20,21,0.735,0.09499999999999997,0.07250000000000001,28syrd9q,fixed_alpha0.7_german_gender_seed2,FixedAlpha_0.7,2,
21,22,0.735,0.09499999999999997,0.07250000000000001,28syrd9q,fixed_alpha0.7_german_gender_seed2,FixedAlpha_0.7,2,
22,23,0.735,0.09499999999999997,0.07250000000000001,28syrd9q,fixed_alpha0.7_german_gender_seed2,FixedAlpha_0.7,2,
23,24,0.73,0.12,0.08500000000000002,28syrd9q,fixed_alpha0.7_german_gender_seed2,FixedAlpha_0.7,2,
24,25,0.73,0.12,0.08500000000000002,28syrd9q,fixed_alpha0.7_german_gender_seed2,FixedAlpha_0.7,2,
25,26,0.735,0.09499999999999997,0.07250000000000001,28syrd9q,fixed_alpha0.7_german_gender_seed2,FixedAlpha_0.7,2,
26,27,0.735,0.09499999999999997,0.07250000000000001,28syrd9q,fixed_alpha0.7_german_gender_seed2,FixedAlpha_0.7,2,
27,28,0.73,0.08499999999999996,0.0675,28syrd9q,fixed_alpha0.7_german_gender_seed2,FixedAlpha_0.7,2,
28,29,0.73,0.08499999999999996,0.0675,28syrd9q,fixed_alpha0.7_german_gender_seed2,FixedAlpha_0.7,2,
29,30,0.725,0.08499999999999996,0.05499999999999999,28syrd9q,fixed_alpha0.7_german_gender_seed2,FixedAlpha_0.7,2,
0,1,0.7,0.019999999999999907,0.1225,fn7eghrz,fixed_alpha0.7_german_gender_seed1,FixedAlpha_0.7,1,
1,2,0.705,0.010000000000000009,0.08000000000000002,fn7eghrz,fixed_alpha0.7_german_gender_seed1,FixedAlpha_0.7,1,
2,3,0.705,0.014999999999999902,0.10749999999999998,fn7eghrz,fixed_alpha0.7_german_gender_seed1,FixedAlpha_0.7,1,
3,4,0.715,0.014999999999999902,0.08249999999999996,fn7eghrz,fixed_alpha0.7_german_gender_seed1,FixedAlpha_0.7,1,
4,5,0.715,0.015000000000000013,0.08250000000000002,fn7eghrz,fixed_alpha0.7_german_gender_seed1,FixedAlpha_0.7,1,
5,6,0.72,0.010000000000000009,0.05499999999999999,fn7eghrz,fixed_alpha0.7_german_gender_seed1,FixedAlpha_0.7,1,
6,7,0.72,0.0,0.03749999999999998,fn7eghrz,fixed_alpha0.7_german_gender_seed1,FixedAlpha_0.7,1,
7,8,0.73,0.0,0.04999999999999999,fn7eghrz,fixed_alpha0.7_german_gender_seed1,FixedAlpha_0.7,1,
8,9,0.725,0.040000000000000036,0.08250000000000002,fn7eghrz,fixed_alpha0.7_german_gender_seed1,FixedAlpha_0.7,1,
9,10,0.725,0.030000000000000027,0.065,fn7eghrz,fixed_alpha0.7_german_gender_seed1,FixedAlpha_0.7,1,
10,11,0.73,0.030000000000000027,0.05249999999999999,fn7eghrz,fixed_alpha0.7_german_gender_seed1,FixedAlpha_0.7,1,
11,12,0.735,0.030000000000000027,0.03999999999999998,fn7eghrz,fixed_alpha0.7_german_gender_seed1,FixedAlpha_0.7,1,
12,13,0.72,0.06999999999999995,0.05999999999999994,fn7eghrz,fixed_alpha0.7_german_gender_seed1,FixedAlpha_0.7,1,
13,14,0.73,0.06999999999999995,0.07249999999999995,fn7eghrz,fixed_alpha0.7_german_gender_seed1,FixedAlpha_0.7,1,
14,15,0.74,0.06999999999999995,0.04749999999999999,fn7eghrz,fixed_alpha0.7_german_gender_seed1,FixedAlpha_0.7,1,
15,16,0.74,0.06999999999999995,0.04749999999999999,fn7eghrz,fixed_alpha0.7_german_gender_seed1,FixedAlpha_0.7,1,
